0	-9.592570e-01
1.000000e-04	-9.592655e-01
2.000000e-04	-9.592969e-01
3.000000e-04	-9.593771e-01
4.000000e-04	-9.594658e-01
5.000000e-04	-9.595486e-01
6.000000e-04	-9.595784e-01
7.000000e-04	-9.595746e-01
8.000000e-04	-9.596213e-01
9.000000e-04	-9.596687e-01
1.000000e-03	-9.597477e-01
1.100000e-03	-9.598097e-01
1.200000e-03	-9.598810e-01
1.300000e-03	-9.600269e-01
1.400000e-03	-9.601212e-01
1.500000e-03	-9.601338e-01
1.600000e-03	-9.601632e-01
1.700000e-03	-9.601923e-01
1.800000e-03	-9.602926e-01
1.900000e-03	-9.602693e-01
2.000000e-03	-9.602747e-01
2.100000e-03	-9.603436e-01
2.200000e-03	-9.604898e-01
2.300000e-03	-9.606364e-01
2.400000e-03	-9.607201e-01
2.500000e-03	-9.607829e-01
2.600000e-03	-9.608904e-01
2.700000e-03	-9.609950e-01
2.800000e-03	-9.610113e-01
2.900000e-03	-9.611527e-01
3.000000e-03	-9.612365e-01
3.100000e-03	-9.613477e-01
3.200000e-03	-9.613836e-01
3.300000e-03	-9.614375e-01
3.400000e-03	-9.614961e-01
3.500000e-03	-9.614794e-01
3.600000e-03	-9.615596e-01
3.700000e-03	-9.616710e-01
3.800000e-03	-9.617477e-01
3.900000e-03	-9.617993e-01
4.000000e-03	-9.618361e-01
4.100000e-03	-9.617863e-01
4.200000e-03	-9.619079e-01
4.300000e-03	-9.619334e-01
4.400000e-03	-9.619910e-01
4.500000e-03	-9.620811e-01
4.600000e-03	-9.620951e-01
4.700000e-03	-9.621627e-01
4.800000e-03	-9.622474e-01
4.900000e-03	-9.622967e-01
5.000000e-03	-9.622687e-01
5.100000e-03	-9.623267e-01
5.200000e-03	-9.624227e-01
5.300000e-03	-9.624407e-01
5.400000e-03	-9.624760e-01
5.500000e-03	-9.624329e-01
5.600000e-03	-9.625052e-01
5.700000e-03	-9.625415e-01
5.800000e-03	-9.627071e-01
5.900000e-03	-9.628434e-01
6.000000e-03	-9.629166e-01
6.100000e-03	-9.629141e-01
6.200000e-03	-9.629806e-01
6.300000e-03	-9.630336e-01
6.400000e-03	-9.631369e-01
6.500000e-03	-9.632163e-01
6.600000e-03	-9.633085e-01
6.700000e-03	-9.633028e-01
6.800000e-03	-9.633160e-01
6.900000e-03	-9.633352e-01
7.000000e-03	-9.634774e-01
7.100000e-03	-9.635833e-01
7.200000e-03	-9.636204e-01
7.300000e-03	-9.636413e-01
7.400000e-03	-9.636952e-01
7.500000e-03	-9.638096e-01
7.600000e-03	-9.638093e-01
7.700000e-03	-9.638614e-01
7.800000e-03	-9.638431e-01
7.900000e-03	-9.638665e-01
8.000000e-03	-9.639678e-01
8.100000e-03	-9.639078e-01
8.200000e-03	-9.640075e-01
8.300000e-03	-9.640277e-01
8.400000e-03	-9.641754e-01
8.500000e-03	-9.642012e-01
8.600000e-03	-9.643201e-01
8.700000e-03	-9.643932e-01
8.800000e-03	-9.644524e-01
8.900000e-03	-9.644173e-01
9.000000e-03	-9.644812e-01
9.100000e-03	-9.644531e-01
9.200000e-03	-9.645638e-01
9.300000e-03	-9.646138e-01
9.400000e-03	-9.646023e-01
9.500000e-03	-9.646537e-01
9.600000e-03	-9.647652e-01
9.700000e-03	-9.647637e-01
9.800000e-03	-9.648056e-01
9.900000e-03	-9.647404e-01
1.000000e-02	-9.648013e-01
1.010000e-02	-9.647302e-01
1.020000e-02	-9.647718e-01
1.030000e-02	-9.648381e-01
1.040000e-02	-9.649474e-01
1.050000e-02	-9.649741e-01
1.060000e-02	-9.650851e-01
1.070000e-02	-9.651489e-01
1.080000e-02	-9.651676e-01
1.090000e-02	-9.652079e-01
1.100000e-02	-9.651896e-01
1.110000e-02	-9.653385e-01
1.120000e-02	-9.653586e-01
1.130000e-02	-9.653733e-01
1.140000e-02	-9.653754e-01
1.150000e-02	-9.655335e-01
1.160000e-02	-9.656237e-01
1.170000e-02	-9.656137e-01
1.180000e-02	-9.656599e-01
1.190000e-02	-9.657472e-01
1.200000e-02	-9.658193e-01
1.210000e-02	-9.659233e-01
1.220000e-02	-9.660184e-01
1.230000e-02	-9.660750e-01
1.240000e-02	-9.661419e-01
1.250000e-02	-9.661890e-01
1.260000e-02	-9.662592e-01
1.270000e-02	-9.662668e-01
1.280000e-02	-9.663101e-01
1.290000e-02	-9.662893e-01
1.300000e-02	-9.663700e-01
1.310000e-02	-9.664912e-01
1.320000e-02	-9.665171e-01
1.330000e-02	-9.664652e-01
1.340000e-02	-9.665353e-01
1.350000e-02	-9.666394e-01
1.360000e-02	-9.666524e-01
1.370000e-02	-9.666743e-01
1.380000e-02	-9.667127e-01
1.390000e-02	-9.667077e-01
1.400000e-02	-9.666990e-01
1.410000e-02	-9.668211e-01
1.420000e-02	-9.669193e-01
1.430000e-02	-9.670131e-01
1.440000e-02	-9.670517e-01
1.450000e-02	-9.671687e-01
1.460000e-02	-9.670810e-01
1.470000e-02	-9.671664e-01
1.480000e-02	-9.672132e-01
1.490000e-02	-9.672473e-01
1.500000e-02	-9.672542e-01
1.510000e-02	-9.673441e-01
1.520000e-02	-9.674267e-01
1.530000e-02	-9.674600e-01
1.540000e-02	-9.674730e-01
1.550000e-02	-9.675154e-01
1.560000e-02	-9.676380e-01
1.570000e-02	-9.676735e-01
1.580000e-02	-9.676938e-01
1.590000e-02	-9.677291e-01
1.600000e-02	-9.678732e-01
1.610000e-02	-9.679347e-01
1.620000e-02	-9.679200e-01
1.630000e-02	-9.680018e-01
1.640000e-02	-9.680009e-01
1.650000e-02	-9.681070e-01
1.660000e-02	-9.681020e-01
1.670000e-02	-9.681777e-01
1.680000e-02	-9.681950e-01
1.690000e-02	-9.681240e-01
1.700000e-02	-9.682009e-01
1.710000e-02	-9.682170e-01
1.720000e-02	-9.682071e-01
1.730000e-02	-9.681330e-01
1.740000e-02	-9.681585e-01
1.750000e-02	-9.682162e-01
1.760000e-02	-9.683807e-01
1.770000e-02	-9.683798e-01
1.780000e-02	-9.684684e-01
1.790000e-02	-9.685114e-01
1.800000e-02	-9.686064e-01
1.810000e-02	-9.685687e-01
1.820000e-02	-9.686051e-01
1.830000e-02	-9.685933e-01
1.840000e-02	-9.687191e-01
1.850000e-02	-9.687485e-01
1.860000e-02	-9.689300e-01
1.870000e-02	-9.689368e-01
1.880000e-02	-9.689830e-01
1.890000e-02	-9.689735e-01
1.900000e-02	-9.688817e-01
1.910000e-02	-9.689090e-01
1.920000e-02	-9.690320e-01
1.930000e-02	-9.690885e-01
1.940000e-02	-9.692010e-01
1.950000e-02	-9.692341e-01
1.960000e-02	-9.693053e-01
1.970000e-02	-9.693744e-01
1.980000e-02	-9.693553e-01
1.990000e-02	-9.694561e-01
2.000000e-02	-9.694299e-01
2.010000e-02	-9.694520e-01
2.020000e-02	-9.695629e-01
2.030000e-02	-9.696057e-01
2.040000e-02	-9.697258e-01
2.050000e-02	-9.697616e-01
2.060000e-02	-9.698336e-01
2.070000e-02	-9.698679e-01
2.080000e-02	-9.698636e-01
2.090000e-02	-9.699334e-01
2.100000e-02	-9.700402e-01
2.110000e-02	-9.701007e-01
2.120000e-02	-9.700896e-01
2.130000e-02	-9.701512e-01
2.140000e-02	-9.702100e-01
2.150000e-02	-9.702450e-01
2.160000e-02	-9.702427e-01
2.170000e-02	-9.701718e-01
2.180000e-02	-9.702685e-01
2.190000e-02	-9.703158e-01
2.200000e-02	-9.704437e-01
2.210000e-02	-9.704510e-01
2.220000e-02	-9.704379e-01
2.230000e-02	-9.704095e-01
2.240000e-02	-9.704224e-01
2.250000e-02	-9.704638e-01
2.260000e-02	-9.705090e-01
2.270000e-02	-9.706036e-01
2.280000e-02	-9.706235e-01
2.290000e-02	-9.707054e-01
2.300000e-02	-9.707148e-01
2.310000e-02	-9.707554e-01
2.320000e-02	-9.708297e-01
2.330000e-02	-9.708742e-01
2.340000e-02	-9.709137e-01
2.350000e-02	-9.709245e-01
2.360000e-02	-9.708830e-01
2.370000e-02	-9.708910e-01
2.380000e-02	-9.709465e-01
2.390000e-02	-9.710327e-01
2.400000e-02	-9.710590e-01
2.410000e-02	-9.711214e-01
2.420000e-02	-9.711712e-01
2.430000e-02	-9.711874e-01
2.440000e-02	-9.711683e-01
2.450000e-02	-9.712418e-01
2.460000e-02	-9.712887e-01
2.470000e-02	-9.714854e-01
2.480000e-02	-9.715354e-01
2.490000e-02	-9.715006e-01
2.500000e-02	-9.715267e-01
2.510000e-02	-9.715674e-01
2.520000e-02	-9.716117e-01
2.530000e-02	-9.717044e-01
2.540000e-02	-9.717154e-01
2.550000e-02	-9.717924e-01
2.560000e-02	-9.718998e-01
2.570000e-02	-9.719395e-01
2.580000e-02	-9.719725e-01
2.590000e-02	-9.720562e-01
2.600000e-02	-9.721140e-01
2.610000e-02	-9.722125e-01
2.620000e-02	-9.722668e-01
2.630000e-02	-9.722956e-01
2.640000e-02	-9.723747e-01
2.650000e-02	-9.723998e-01
2.660000e-02	-9.725299e-01
2.670000e-02	-9.725756e-01
2.680000e-02	-9.725643e-01
2.690000e-02	-9.726626e-01
2.700000e-02	-9.726556e-01
2.710000e-02	-9.726626e-01
2.720000e-02	-9.727247e-01
2.730000e-02	-9.728014e-01
